Actual Global Sales,Predicted Global Sales,,Absolute Error,RMSE,Mean Squared Error (MSE)
0.1,0.100430436,,0.004304362,,
0.34,0.350457041,,0.030756004,,
0.08,0.070458912,,0.119263599,,
0.55,0.550070486,,0.000128156,,
0.23,0.230042961,,0.000186787,,
0.02,0.020230937,,0.01154686,,
0.01,0.01031113,,0.031113014,,
0.02,0.020258303,,0.012915152,,
0.65,0.650073683,,0.000113358,,
0.11,0.120211568,,0.092832439,,
1.08,1.080391664,,0.000362652,,
0.23,0.230042869,,0.000186386,,
0.02,0.020223783,,0.011189163,,
0.03,0.030305155,,0.010171817,,
0.05,0.040204837,,0.195903267,,
0.04,0.04046927,,0.011731745,,
0.96,0.960201562,,0.00020996,,
0.01,0.010190155,,0.019015504,,
0.03,0.030293961,,0.009798705,,
1.27,1.270096776,,7.62E-05,,
0.01,0.010202085,,0.020208546,,
0.16,0.160194753,,0.001217207,,
0.03,0.030286463,,0.009548768,,
0.18,0.180320589,,0.001781048,,
0.06,0.050476627,,0.158722879,,
2.05,2.050195359,,9.53E-05,,
0.1,0.100440124,,0.004401243,,
9.2,9.199476292,,5.69E-05,,
0.17,0.170350226,,0.002060154,,
0.03,0.030410594,,0.013686456,,
0.02,0.020413158,,0.020657908,,
0.09,0.090259788,,0.002886535,,
0.1,0.100063976,,0.000639756,,
1.93,1.919954885,,0.005204723,,
0.08,0.090266254,,0.128328173,,
0.12,0.110409846,,0.079917954,,
0.01,0.010307907,,0.030790729,,
0.75,0.750141755,,0.000189007,,
0.07,0.070382041,,0.005457722,,
0.21,0.22019073,,0.048527285,,
0.02,0.010256931,,0.487153462,,
0.15,0.150330118,,0.002200785,,
0.09,0.090179507,,0.001994517,,
0.18,0.180208944,,0.001160797,,
0.14,0.140522086,,0.003729185,,
0.45,0.450134978,,0.00029995,,
1.21,1.210193419,,0.00015985,,
0.06,0.06021493,,0.003582166,,
0.25,0.250419645,,0.001678582,,
5.72,5.720034969,,6.11E-06,,
0.5,0.490187789,,0.019624423,,
0.03,0.040327538,,0.344251251,,
0.12,0.120380019,,0.003166822,,
1.29,1.300339753,,0.008015312,,
0.04,0.040314724,,0.007868088,,
1.75,1.760109855,,0.00577706,,
0.28,0.290216646,,0.036488023,,
0.08,0.070340534,,0.120743327,,
1.41,1.410084605,,6.00E-05,,
0.28,0.290502607,,0.037509312,,
0.14,0.140242917,,0.001735121,,
0.08,0.080443704,,0.005546303,,
0.17,0.170360228,,0.002118987,,
0.15,0.150280332,,0.001868879,,
0.02,0.020360306,,0.018015317,,
0.06,0.060352115,,0.00586858,,
0.09,0.100295757,,0.114397296,,
0.36,0.360124419,,0.000345608,,
0.04,0.030258591,,0.243535236,,
0.06,0.060185869,,0.003097809,,
0.67,0.660098352,,0.014778578,,
0.3,0.310386885,,0.03462295,,
0.14,0.140378232,,0.002701656,,
0.01,0.010282156,,0.028215637,,
0.09,0.090338558,,0.00376175,,
0.08,0.080091622,,0.001145276,,
0.14,0.140177041,,0.001264579,,
0.06,0.060323809,,0.005396814,,
0.14,0.15008168,,0.072011998,,
0.72,0.720183467,,0.000254815,,
0.18,0.180173326,,0.000962921,,
0.06,0.060250993,,0.004183225,,
0.41,0.400282129,,0.023702125,,
0.05,0.050270949,,0.00541898,,
0.02,0.020090365,,0.004518255,,
0.06,0.060298653,,0.004977548,,
1.5,1.510226251,,0.006817501,,
0.04,0.040219665,,0.005491631,,
0.21,0.210170143,,0.000810207,,
0.19,0.190318547,,0.001676563,,
0.19,0.200145831,,0.05339911,,
2.57,2.569944919,,2.14E-05,,
0.49,0.490232517,,0.000474524,,
0.12,0.120444963,,0.003708025,,
0.03,0.030367855,,0.012261838,,
0.02,0.020279774,,0.013988688,,
0.03,0.030534672,,0.017822416,,
0.23,0.230409528,,0.001780556,,
0.03,0.030240959,,0.008031961,,
0.06,0.060252864,,0.004214402,,
0.44,0.450261562,,0.023321732,,
1.07,1.069988059,,1.12E-05,,
1.05,1.050157896,,0.000150378,,
0.06,0.060283892,,0.00473153,,
6.31,6.309980522,,3.09E-06,,
0.03,0.030425972,,0.01419907,,
2.86,2.859847362,,5.34E-05,,
0.11,0.110392944,,0.003572218,,
0.04,0.040420575,,0.010514387,,
0.03,0.030326714,,0.010890465,,
0.18,0.180072197,,0.000401095,,
0.39,0.390422445,,0.001083191,,
0.06,0.050392669,,0.160122182,,
0.01,0.010317045,,0.031704461,,
0.58,0.579972789,,4.69E-05,,
0.37,0.380406472,,0.028125601,,
0.03,0.030431333,,0.014377762,,
0.01,0.010288029,,0.028802875,,
0.02,0.020327392,,0.016369595,,
0.12,0.110440059,,0.079666175,,
0.48,0.490043372,,0.020923691,,
0.12,0.130482642,,0.087355351,,
0.1,0.110457193,,0.104571931,,
0.93,0.940375525,,0.011156479,,
1.79,1.800201868,,0.005699368,,
0.16,0.150216784,,0.061145099,,
0.02,0.020073833,,0.003691672,,
0.56,0.560371169,,0.000662802,,
0.06,0.060145534,,0.002425565,,
0.2,0.200430235,,0.002151174,,
0.04,0.040082536,,0.002063388,,
0.19,0.20034404,,0.054442317,,
0.03,0.030521979,,0.017399302,,
0.19,0.190351603,,0.001850541,,
6.96,6.959703815,,4.26E-05,,
0.4,0.400374984,,0.000937461,,
4.77,4.780028042,,0.002102315,,
0.36,0.360108558,,0.000301549,,
0.42,0.420403948,,0.00096178,,
0.02,0.020318896,,0.015944819,,
0.01,0.010191466,,0.019146613,,
0.03,0.040343401,,0.344780023,,
0.11,0.100291342,,0.088260523,,
0.49,0.490086156,,0.000175829,,
0.42,0.41037783,,0.022909927,,
0.11,0.110322545,,0.002932231,,
0.11,0.110306524,,0.002786578,,
0.06,0.060229851,,0.003830854,,
2.2,2.199921509,,3.57E-05,,
0.25,0.26018255,,0.040730199,,
0.35,0.35017613,,0.000503228,,
0.02,0.020434178,,0.021708902,,
0.68,0.680096075,,0.000141286,,
0.27,0.280230606,,0.037891134,,
0.02,0.020245427,,0.012271356,,
0.5,0.490223705,,0.019552589,,
1.52,1.520185263,,0.000121884,,
0.02,0.020154118,,0.00770589,,
1.39,1.400376018,,0.007464761,,
1.07,1.060238993,,0.009122436,,
0.27,0.280335233,,0.038278642,,
0.03,0.020210765,,0.326307823,,
1.54,1.53991592,,5.46E-05,,
2.09,2.090189714,,9.08E-05,,
0.07,0.070231962,,0.003313736,,
0.01,0.010233293,,0.023329349,,
0.9,0.900144184,,0.000160205,,
0.17,0.180262766,,0.060369212,,
0.25,0.250173142,,0.000692567,,
0.84,0.840270254,,0.000321731,,
0.04,0.040171501,,0.004287528,,
0.03,0.030305132,,0.010171082,,
0.28,0.280114016,,0.000407199,,
2.05,2.050037472,,1.83E-05,,
0.67,0.660093894,,0.014785233,,
0.17,0.17047196,,0.002776238,,
0.03,0.030216504,,0.007216801,,
0.02,0.010371794,,0.481410279,,
0.06,0.060357069,,0.005951147,,
0.16,0.160176214,,0.001101338,,
0.02,0.020286767,,0.014338325,,
0.14,0.140344016,,0.002457258,,
0.99,1.000276447,,0.01038025,,
0.54,0.530419438,,0.017741781,,
0.05,0.040128466,,0.197430676,,
0.25,0.250286144,,0.001144575,,
0.04,0.030307439,,0.242314027,,
0.09,0.090531405,,0.005904505,,
0.08,0.080460173,,0.005752156,,
0.05,0.050525838,,0.010516752,,
0.19,0.19044963,,0.002366472,,
0.06,0.050376221,,0.160396322,,
0.1,0.100104286,,0.001042861,,
0.83,0.820251847,,0.011744763,,
2.49,2.490025291,,1.02E-05,,
0.02,0.020266838,,0.013341902,,
0.1,0.100217149,,0.002171491,,
0.04,0.040387296,,0.009682399,,
30.26,30.25828132,,5.68E-05,,
0.56,0.560137388,,0.000245336,,
0.08,0.080237416,,0.002967706,,
0.14,0.140105032,,0.00075023,,
0.95,0.940057252,,0.010466051,,
0.29,0.300234291,,0.035290657,,
0.09,0.090479419,,0.005326883,,
0.17,0.170194294,,0.001142907,,
0.21,0.210243537,,0.001159701,,
0.18,0.180148538,,0.00082521,,
0.41,0.410269663,,0.000657716,,
0.18,0.180334584,,0.001858802,,
0.01,0.010205509,,0.02055092,,
0.16,0.160289659,,0.001810367,,
0.36,0.36006716,,0.000186557,,
0.08,0.080403699,,0.005046242,,
0.17,0.170257151,,0.001512654,,
0.59,0.590284507,,0.000482214,,
0.04,0.04049367,,0.01234174,,
0.1,0.110225761,,0.102257605,,
0.26,0.260196997,,0.000757681,,
1.12,1.110078089,,0.008858849,,
0.14,0.130230507,,0.069782094,,
0.03,0.030407449,,0.013581646,,
0.12,0.1205141,,0.004284166,,
1.11,1.110337423,,0.000303984,,
0.31,0.310495016,,0.001596825,,
1.1,1.100424565,,0.000385968,,
0.04,0.040279227,,0.006980673,,
0.74,0.74034562,,0.000467054,,
0.07,0.060503582,,0.13566312,,
2.63,2.629914183,,3.26E-05,,
0.03,0.02042544,,0.319152006,,
0.14,0.140240253,,0.001716091,,
0.06,0.060197236,,0.003287264,,
2.94,2.930033033,,0.003390125,,
0.09,0.100138403,,0.112648927,,
0.38,0.390299328,,0.027103496,,
0.17,0.170477509,,0.002808877,,
0.58,0.590076925,,0.017374008,,
0.12,0.120074071,,0.000617259,,
0.2,0.200055486,,0.000277432,,
0.4,0.400314327,,0.000785817,,
1.96,1.960206777,,0.000105498,,
0.02,0.02029574,,0.014786984,,
0.25,0.250272348,,0.001089393,,
0.03,0.030070002,,0.002333393,,
0.01,0.010485011,,0.048501074,,
0.06,0.060322365,,0.005372744,,
0.28,0.290439167,,0.037282741,,
7.07,7.059926626,,0.001424805,,
1.5,1.490205595,,0.006529603,,
0.2,0.200285733,,0.001428665,,
0.57,0.570154635,,0.000271289,,
0.15,0.150138616,,0.000924109,,
0.26,0.260043557,,0.000167529,,
0.61,0.610041686,,6.83E-05,,
0.46,0.460427547,,0.000929449,,
0.06,0.060434498,,0.00724163,,
0.12,0.120086453,,0.000720442,,
13.73,13.73918257,,0.000668796,,
0.37,0.36025201,,0.02634592,,
0.69,0.690165244,,0.000239484,,
0.44,0.44040384,,0.000917819,,
0.09,0.100477368,,0.116415202,,
1.1,1.10014182,,0.000128927,,
0.5,0.490234815,,0.019530369,,
0.14,0.140210299,,0.001502139,,
0.3,0.310371663,,0.03457221,,
0.14,0.140235834,,0.001684526,,
0.13,0.120370476,,0.074073264,,
0.06,0.050350314,,0.160828101,,
0.02,0.010401072,,0.479946376,,
0.19,0.190446091,,0.002347849,,
3.28,3.290010174,,0.003051882,,
0.05,0.050212451,,0.004249017,,
0.06,0.060333202,,0.005553367,,
0.1,0.100032962,,0.000329621,,
0.12,0.130347753,,0.086231272,,
1.35,1.349987092,,9.56E-06,,
0.08,0.080337167,,0.004214591,,
4.94,4.93982385,,3.57E-05,,
3.5,3.499922451,,2.22E-05,,
0.04,0.040226868,,0.005671707,,
0.03,0.030480109,,0.016003644,,
0.08,0.080118068,,0.001475852,,
0.02,0.020147803,,0.007390126,,
0.11,0.120283249,,0.093484086,,
0.31,0.310363254,,0.001171786,,
0.18,0.180461555,,0.002564197,,
0.08,0.080100874,,0.001260927,,
0.02,0.020238811,,0.01194057,,
0.01,0.010156178,,0.015617778,,
0.56,0.560399932,,0.000714164,,
0.13,0.13036172,,0.002782464,,
0.2,0.200072743,,0.000363714,,
2.1,2.110102923,,0.004810916,,
0.33,0.330020051,,6.08E-05,,
0.02,0.020208638,,0.010431914,,
0.01,0.010235135,,0.023513483,,
0.47,0.460132431,,0.020994827,,
0.42,0.420254814,,0.0006067,,
0.02,0.020261839,,0.013091958,,
0.42,0.420285654,,0.000680127,,
2.19,2.190339565,,0.000155053,,
0.13,0.120144257,,0.075813408,,
0.31,0.310197503,,0.000637106,,
0.46,0.460102547,,0.000222929,,
3.85,3.849802352,,5.13E-05,,
0.53,0.540185505,,0.019217934,,
0.1,0.100375597,,0.003755966,,
0.2,0.200085088,,0.000425439,,
0.04,0.040408173,,0.010204317,,
0.1,0.100464763,,0.004647629,,
3.84,3.840118881,,3.10E-05,,
0.22,0.220396272,,0.001801238,,
0.17,0.180328719,,0.060757172,,
1.68,1.669996315,,0.005954575,,
1.08,1.080273997,,0.000253701,,
1.1,1.100209567,,0.000190515,,
0.64,0.650253995,,0.016021868,,
1.56,1.560168583,,0.000108066,,
0.01,0.010300506,,0.030050626,,
0.01,0.010206846,,0.020684562,,
0.42,0.420245695,,0.000584989,,
1.77,1.780102429,,0.005707587,,
0.17,0.170278008,,0.001635339,,
0.02,0.020435898,,0.02179489,,
0.23,0.220128663,,0.042918857,,
0.08,0.080203076,,0.002538456,,
0.54,0.530447664,,0.017689511,,
0.41,0.410178221,,0.000434685,,
0.23,0.23032782,,0.001425303,,
1.63,1.620078118,,0.006087044,,
0.33,0.340118508,,0.030662145,,
0.45,0.460474375,,0.023276389,,
0.76,0.760248667,,0.000327193,,
0.05,0.050215626,,0.004312512,,
2.25,2.250171604,,7.63E-05,,
0.25,0.240113084,,0.039547665,,
0.8,0.800223969,,0.000279961,,
0.04,0.040252923,,0.006323074,,
0.03,0.020395945,,0.320135182,,
0.66,0.660108685,,0.000164674,,
0.15,0.150097311,,0.000648739,,
2.63,2.63006166,,2.34E-05,,
0.19,0.190137805,,0.000725291,,
0.05,0.050264317,,0.005286342,,
1.05,1.050152242,,0.000144992,,
0.11,0.110199203,,0.001810939,,
0.02,0.010466793,,0.476660335,,
0.36,0.37044178,,0.029004944,,
5.17,5.170097356,,1.88E-05,,
0.18,0.18020789,,0.001154942,,
0.19,0.180295287,,0.051077436,,
0.67,0.670081222,,0.000121227,,
0.02,0.020339246,,0.016962304,,
0.03,0.040342331,,0.344744381,,
0.25,0.240273134,,0.038907465,,
0.48,0.49003815,,0.020912812,,
0.45,0.450223709,,0.00049713,,
0.96,0.960258731,,0.000269512,,
0.27,0.260363704,,0.035689986,,
0.52,0.520333255,,0.000640874,,
0.02,0.020308884,,0.015444194,,
0.45,0.450351664,,0.000781475,,
0.11,0.110120704,,0.001097313,,
2.48,2.480009105,,3.67E-06,,
0.02,0.02025559,,0.012779509,,
1.23,1.230203267,,0.000165258,,
0.24,0.240214238,,0.000892659,,
0.12,0.120292957,,0.002441305,,
0.3,0.300098707,,0.000329024,,
0.92,0.920022334,,2.43E-05,,
0.11,0.100108202,,0.08992544,,
0.02,0.020422669,,0.021133471,,
0.28,0.280420181,,0.001500648,,
0.4,0.400084346,,0.000210866,,
0.02,0.020252656,,0.012632787,,
0.2,0.190285755,,0.048571223,,
0.35,0.340186129,,0.028039633,,
1.84,1.830041373,,0.005412297,,
0.36,0.360137094,,0.000380816,,
0.16,0.160130389,,0.000814931,,
0.47,0.470110259,,0.000234593,,
0.6,0.600173713,,0.000289521,,
0.69,0.690240392,,0.000348394,,
1.59,1.59005183,,3.26E-05,,
0.56,0.560220779,,0.000394248,,
0.02,0.020270547,,0.013527327,,
5.01,5.009888121,,2.23E-05,,
0.29,0.290269898,,0.000930684,,
0.16,0.160257785,,0.001611158,,
0.3,0.300117262,,0.000390873,,
0.15,0.140239416,,0.065070563,,
0.78,0.779980955,,2.44E-05,,
0.03,0.030230218,,0.00767393,,
0.03,0.020318736,,0.322708812,,
2.35,2.350326864,,0.000139091,,
0.22,0.220236219,,0.001073722,,
0.14,0.140351987,,0.002514194,,
0.13,0.140461244,,0.080471111,,
0.01,0.010354316,,0.035431591,,
1.46,1.450400207,,0.006575201,,
0.05,0.050440216,,0.008804313,,
0.06,0.060356642,,0.005944033,,
0.11,0.110285361,,0.002594195,,
0.08,0.080464009,,0.005800115,,
2.08,2.080033135,,1.59E-05,,
0.16,0.160329755,,0.00206097,,
0.14,0.140184475,,0.001317682,,
0.08,0.080503465,,0.006293318,,
0.05,0.050375008,,0.007500161,,
0.19,0.190239599,,0.001261045,,
1.23,1.230100237,,8.15E-05,,
0.26,0.260235182,,0.000904545,,
0.06,0.060239221,,0.003987009,,
2.13,2.140171023,,0.004775128,,
0.12,0.110182007,,0.081816608,,
0.08,0.080452731,,0.005659134,,
0.07,0.070446619,,0.00638027,,
0.06,0.060308818,,0.005146963,,
1.7,1.699934568,,3.85E-05,,
0.11,0.11007097,,0.000645178,,
0.11,0.110209025,,0.001900229,,
0.13,0.130396348,,0.003048831,,
0.6,0.600092292,,0.00015382,,
0.77,0.770246238,,0.000319789,,
0.12,0.120245554,,0.002046282,,
0.29,0.290317733,,0.001095632,,
0.06,0.060270709,,0.004511823,,
0.03,0.020451156,,0.318294805,,
0.11,0.110244534,,0.002223037,,
4.9,4.890115117,,0.002017323,,
0.14,0.140206233,,0.001473092,,
0.12,0.120172451,,0.001437089,,
0.05,0.050403442,,0.008068839,,
0.28,0.280150436,,0.000537271,,
0.01,0.010446927,,0.044692669,,
0.47,0.470283419,,0.000603018,,
0.01,0.010348839,,0.034883889,,
0.08,0.080393214,,0.00491517,,
0.9,0.900334075,,0.000371195,,
0.17,0.17047419,,0.002789351,,
0.06,0.050057083,,0.165715285,,
0.52,0.510232417,,0.018783813,,
0.02,0.010320753,,0.483962327,,
0.2,0.200175895,,0.000879476,,
0.33,0.340102255,,0.030612894,,
0.05,0.050351478,,0.007029564,,
0.5,0.50029509,,0.00059018,,
0.01,0.010231585,,0.023158535,,
0.36,0.360193483,,0.000537454,,
0.04,0.040256174,,0.006404355,,
0.42,0.410291635,,0.023115154,,
0.29,0.290131233,,0.000452529,,
0.07,0.070368915,,0.005270213,,
0.28,0.280181044,,0.000646587,,
0.5,0.50044858,,0.00089716,,
0.15,0.150323527,,0.002156845,,
0.73,0.730333415,,0.000456733,,
1.14,1.150230126,,0.008973795,,
0.13,0.130312783,,0.002406019,,
0.11,0.110253558,,0.002305075,,
0.02,0.020448732,,0.022436602,,
0.57,0.570132482,,0.000232424,,
0.35,0.350178676,,0.000510504,,
0.19,0.180330531,,0.050891942,,
1.66,1.649999191,,0.006024584,,
0.46,0.470166692,,0.022101504,,
0.07,0.07031732,,0.004533143,,
0.11,0.110233833,,0.002125758,,
0.12,0.120481004,,0.004008364,,
1.22,1.220160127,,0.000131252,,
0.12,0.130277937,,0.085649477,,
0.99,0.990133927,,0.00013528,,
0.13,0.130240585,,0.001850656,,
0.06,0.060271372,,0.004522869,,
0.41,0.410235555,,0.000574523,,
0.1,0.100313853,,0.003138529,,
0.26,0.260249665,,0.000960249,,
2.95,2.939883972,,0.003429162,,
0.02,0.010407627,,0.479618638,,
0.18,0.180254686,,0.001414925,,
0.53,0.530120439,,0.000227242,,
0.03,0.030445854,,0.01486179,,
0.02,0.020285335,,0.014266767,,
0.14,0.140253205,,0.001808611,,
0.47,0.470255425,,0.000543458,,
0.24,0.24017039,,0.000709959,,
0.21,0.200356141,,0.04592314,,
0.12,0.130290329,,0.085752745,,
0.36,0.360153269,,0.000425747,,
0.45,0.450272049,,0.000604553,,
0.76,0.760334346,,0.000439929,,
0.09,0.080250833,,0.108324077,,
0.18,0.18005162,,0.000286779,,
0.02,0.020159014,,0.007950705,,
0.31,0.310210076,,0.000677666,,
0.06,0.060482876,,0.008047925,,
0.12,0.13034625,,0.086218751,,
0.2,0.200066183,,0.000330913,,
0.84,0.840274421,,0.000326691,,
0.09,0.100276646,,0.114184959,,
0.02,0.02029287,,0.014643509,,
0.96,0.960363067,,0.000378195,,
0.05,0.050274891,,0.005497827,,
1.05,1.050238435,,0.000227081,,
2.4,2.400055946,,2.33E-05,,
0.18,0.180465239,,0.002584659,,
0.53,0.530290596,,0.000548295,,
0.1,0.100168034,,0.001680343,,
0.37,0.360270884,,0.026294907,,
0.22,0.220492701,,0.002239552,,
0.03,0.020415439,,0.319485368,,
0.03,0.030449135,,0.014971159,,
0.29,0.300374812,,0.035775215,,
3.39,3.390180215,,5.32E-05,,
2.08,2.090295742,,0.004949876,,
0.11,0.110137692,,0.001251749,,
0.17,0.160263539,,0.057273298,,
0.05,0.050197116,,0.003942326,,
0.02,0.020288598,,0.014429894,,
0.32,0.310097413,,0.030945586,,
0.15,0.150397583,,0.002650551,,
0.11,0.110442104,,0.00401913,,
1.46,1.460084864,,5.81E-05,,
0.93,0.930134968,,0.000145127,,
1.2,1.200206808,,0.00017234,,
0.05,0.050224413,,0.004488252,,
0.91,0.920458585,,0.01149295,,
0.03,0.030431179,,0.014372629,,
1.47,1.470358835,,0.000244106,,
0.09,0.100172943,,0.1130327,,
0.87,0.870371806,,0.000427363,,
0.34,0.34038684,,0.001137765,,
0.47,0.480520819,,0.022384722,,
0.05,0.050122583,,0.002451656,,
8.06,8.049627861,,0.001286866,,
3.38,3.380206735,,6.12E-05,,
0.12,0.120195558,,0.001629651,,
0.04,0.040506352,,0.012658809,,
0.05,0.040413575,,0.191728509,,
1.09,1.089968438,,2.90E-05,,
0.04,0.040197516,,0.004937902,,
1.35,1.350104702,,7.76E-05,,
0.4,0.400386389,,0.000965973,,
0.06,0.070191205,,0.169853423,,
0.05,0.050384581,,0.007691629,,
0.07,0.060067251,,0.14189641,,
1.06,1.050094596,,0.009344721,,
0.1,0.100327059,,0.003270586,,
0.56,0.560456925,,0.000815938,,
0.55,0.550195001,,0.000354547,,
0.56,0.550044504,,0.017777672,,
0.04,0.030220367,,0.244490817,,
0.31,0.310188557,,0.000608249,,
0.02,0.020297329,,0.014866451,,
0.02,0.020149235,,0.00746175,,
0.04,0.040173788,,0.00434469,,
0.07,0.070446911,,0.006384447,,
0.07,0.070092435,,0.001320495,,
0.07,0.06032686,,0.138187711,,
0.23,0.230330601,,0.001437398,,
0.15,0.160322264,,0.068815091,,
0.22,0.220339985,,0.001545387,,
1.94,1.940034751,,1.79E-05,,
0.06,0.060299038,,0.004983969,,
1.52,1.520044952,,2.96E-05,,
0.03,0.020260956,,0.324634809,,
0.33,0.340239996,,0.031030292,,
0.23,0.220131726,,0.042905537,,
1.98,1.969947131,,0.005077206,,
0.08,0.080380473,,0.004755918,,
0.02,0.020164688,,0.008234392,,
1.08,1.080171942,,0.000159205,,
0.02,0.020295742,,0.014787077,,
0.08,0.080290077,,0.003625968,,
0.13,0.120168675,,0.075625578,,
1.33,1.330296184,,0.000222694,,
0.12,0.110461466,,0.079487785,,
0.09,0.090188163,,0.002090695,,
1.47,1.459980451,,0.00681602,,
0.09,0.090242498,,0.002694423,,
0.05,0.050313297,,0.006265936,,
0.26,0.260121516,,0.000467369,,
0.36,0.360232377,,0.000645492,,
0.07,0.070296641,,0.004237727,,
0.03,0.030364213,,0.012140428,,
0.2,0.200168338,,0.000841688,,
0.03,0.030325643,,0.010854764,,
0.03,0.020248103,,0.325063231,,
0.17,0.170241395,,0.001419968,,
0.33,0.330497403,,0.001507281,,
0.71,0.700018985,,0.014057767,,
1.05,1.05035795,,0.000340905,,
0.17,0.170443062,,0.002606246,,
0.4,0.400417693,,0.001044232,,
0.25,0.26029107,,0.04116428,,
0.02,0.010306131,,0.484693435,,
0.07,0.070378281,,0.005404008,,
0.28,0.290237677,,0.036563134,,
3.23,3.230042939,,1.33E-05,,
0.3,0.300092326,,0.000307752,,
0.3,0.290397341,,0.032008864,,
0.06,0.060216655,,0.003610912,,
0.2,0.200061486,,0.00030743,,
0.25,0.250198337,,0.000793346,,
0.02,0.020238425,,0.011921263,,
0.3,0.300428963,,0.001429876,,
0.85,0.840233888,,0.011489543,,
0.15,0.150291987,,0.001946582,,
0.07,0.070412466,,0.005892378,,
0.05,0.050369862,,0.007397244,,
0.25,0.250303428,,0.001213712,,
0.12,0.120276654,,0.002305447,,
0.7,0.700266549,,0.000380784,,
0.03,0.030325204,,0.010840121,,
0.33,0.33031574,,0.000956787,,
0.26,0.260048635,,0.000187059,,
0.2,0.20023418,,0.001170898,,
0.08,0.080138875,,0.001735942,,
0.36,0.350231633,,0.027134353,,
0.78,0.780157972,,0.000202528,,
0.34,0.340487061,,0.001432532,,
0.04,0.050257663,,0.25644157,,
0.85,0.860227539,,0.012032399,,
0.06,0.060112266,,0.001871099,,
0.66,0.650190866,,0.014862324,,
0.44,0.440054132,,0.000123027,,
0.23,0.230347136,,0.001509288,,
13.1,13.09939568,,4.61E-05,,
0.58,0.580127964,,0.000220627,,
6.5,6.49979505,,3.15E-05,,
0.97,0.97999259,,0.010301639,,
7.67,7.669585886,,5.40E-05,,
0.11,0.110477139,,0.004337626,,
0.16,0.160391003,,0.002443768,,
0.33,0.330102284,,0.000309951,,
0.62,0.620065853,,0.000106215,,
0.1,0.110265669,,0.102656694,,
0.42,0.410282883,,0.023135994,,
0.12,0.130350064,,0.086250532,,
0.51,0.510244206,,0.000478836,,
0.3,0.300381094,,0.001270315,,
0.03,0.030129648,,0.004321595,,
0.13,0.13030357,,0.002335151,,
0.12,0.110382172,,0.080148563,,
0.2,0.200177608,,0.00088804,,
0.2,0.210176677,,0.050883387,,
0.05,0.040067825,,0.198643494,,
1.67,1.670079011,,4.73E-05,,
0.04,0.030446972,,0.238825695,,
0.02,0.020176295,,0.008814769,,
0.36,0.360209744,,0.000582622,,
0.39,0.390337707,,0.000865916,,
0.11,0.100106813,,0.089938063,,
0.14,0.140433183,,0.003094161,,
0.08,0.080347005,,0.004337562,,
5.05,5.049877824,,2.42E-05,,
0.57,0.570340769,,0.00059784,,
0.48,0.480168734,,0.000351528,,
0.14,0.150192271,,0.072801935,,
0.27,0.270335515,,0.001242649,,
0.02,0.020126514,,0.00632571,,
3.42,3.430044716,,0.002937052,,
0.87,0.88021229,,0.011738265,,
0.02,0.010138653,,0.493067332,,
0.03,0.020168172,,0.327727601,,
0.21,0.210343299,,0.001634756,,
0.19,0.190417908,,0.002199514,,
0.15,0.15009338,,0.000622533,,
0.07,0.070072985,,0.001042649,,
0.03,0.040467211,,0.34890704,,
0.02,0.020270808,,0.013540405,,
0.1,0.100150484,,0.001504841,,
0.67,0.670029596,,4.42E-05,,
0.14,0.140217385,,0.001552748,,
0.23,0.240329714,,0.044911801,,
0.37,0.380175474,,0.027501281,,
0.39,0.390226704,,0.000581293,,
0.05,0.050182344,,0.003646877,,
0.18,0.190471492,,0.058174955,,
0.3,0.300451137,,0.00150379,,
0.02,0.010355162,,0.482241906,,
0.04,0.040124902,,0.00312255,,
2.5,2.510236225,,0.00409449,,
0.12,0.130300852,,0.08584043,,
0.11,0.110455672,,0.00414247,,
0.07,0.060283605,,0.138805646,,
3.17,3.170018242,,5.75E-06,,
2.08,2.080126608,,6.09E-05,,
3.52,3.509811961,,0.002894329,,
0.06,0.060131401,,0.002190015,,
0.78,0.780058486,,7.50E-05,,
0.08,0.080209122,,0.002614024,,
0.02,0.020450253,,0.022512639,,
3.31,3.310042802,,1.29E-05,,
0.05,0.040405297,,0.191894056,,
0.09,0.100391362,,0.115459578,,
0.07,0.070159967,,0.002285245,,
0.05,0.050310619,,0.006212389,,
0.1,0.100230733,,0.002307327,,
0.52,0.520188544,,0.000362584,,
0.05,0.050414863,,0.008297257,,
0.15,0.150134078,,0.000893855,,
0.27,0.27045392,,0.001681185,,
0.75,0.74032776,,0.01289632,,
0.08,0.090262319,,0.128278992,,
0.42,0.420230206,,0.00054811,,
0.19,0.19011628,,0.000612,,
0.18,0.180233517,,0.001297317,,
0.13,0.130306678,,0.002359065,,
0.65,0.660207237,,0.015703442,,
0.07,0.060440076,,0.136570342,,
0.07,0.070235983,,0.003371186,,
0.06,0.060294604,,0.004910074,,
0.78,0.780084168,,0.000107907,,
0.11,0.1103931,,0.003573635,,
0.02,0.02032332,,0.01616599,,
0.11,0.110146322,,0.001330202,,
0.76,0.760357493,,0.000470386,,
0.08,0.08023412,,0.002926505,,
4.21,4.209958889,,9.77E-06,,
0.06,0.060420104,,0.007001727,,
0.51,0.51024749,,0.000485274,,
0.9,0.900041051,,4.56E-05,,
0.41,0.410123808,,0.00030197,,
0.48,0.47010921,,0.020605813,,
0.45,0.450192653,,0.000428118,,
0.55,0.560107025,,0.018376409,,
0.01,0.010381329,,0.038132942,,
0.89,0.890400986,,0.000450546,,
